GEO.id2,HC01_VC03,HC01_VC27,HC01_VC74,HC01_VC85,HC01_VC86
Id2,Estimate; EMPLOYMENT STATUS - Population 16 years and over,Estimate; COMMUTING TO WORK - Workers 16 years and over,Estimate; INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Total households,Estimate; INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars),Estimate; INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
50605,261,153,121,58125,57711
50606,681,384,326,41250,57957
50607,330,158,177,57917,86363
50609,351,229,169,81875,77994
50611,308,203,152,62500,65970
50612,307,139,156,65938,119937
50613,36974,24543,16148,60070,81782
50616,8175,5075,4478,44964,61894
50619,1877,1170,996,51786,71653
50620,39,31,19,58125,48132
50621,1255,692,648,62895,72433
50622,2681,1737,1375,73661,97190
50624,1356,903,721,80284,105537
50625,801,415,411,50625,58806
50626,1456,954,713,65547,73103
50627,2741,1528,1326,51400,61560
50628,942,487,473,49844,85012
50629,1724,1116,829,71033,91281
50630,1564,1026,890,51964,64072
50632,823,534,443,58162,74014
50633,327,188,159,44750,65703
50634,651,385,344,47361,61444
50635,1258,803,674,62500,72355
50636,1368,789,778,42857,58721
50638,2672,1658,1470,63163,80626
50641,1284,781,595,51875,104520
50642,386,285,202,61250,69695
50643,2106,1420,1009,83819,94315
50644,6849,4310,3560,57857,77736
50645,844,504,433,46830,61291
50647,1420,933,723,67153,75037
50648,3269,2335,1692,68850,75376
50650,641,375,334,46689,62018
50651,2799,1814,1412,63900,71454
50652,62,36,43,32917,34928
50653,504,317,250,61250,65320
50654,417,242,185,56823,71749
50655,540,381,295,58438,61604
50658,1864,1106,987,59779,72601
50659,4269,2886,2369,45907,59100
50660,967,575,513,63417,70766
50662,5444,3159,2925,43137,56391
50664,48,16,22,-,N
50665,2262,1466,1245,55804,68644
50666,902,697,435,72981,79581
50667,572,393,294,68750,77739
50668,934,647,494,66765,66252
50669,1998,1134,1022,61333,86355
50670,1679,1061,842,60714,69074
50671,139,99,69,48125,101514
50672,483,287,258,52143,58713
50673,133,88,66,52500,57459
50674,2909,1756,1465,63125,73364
50675,1865,1211,946,60250,68489
50676,1580,957,833,50321,63013
50677,10126,6401,4443,67874,84825
50680,1055,659,537,65063,90756
50681,404,250,204,64444,77806
50682,1332,928,675,63750,70796
50701,24508,15438,13089,52160,70212
50702,15593,10032,8387,49139,57568
50703,14921,7809,7644,32429,44026
50707,6854,4292,3444,46796,53340
50801,7628,4593,4050,45653,56580
50830,1431,880,729,57569,63106
50833,1821,1068,959,48313,66301
50835,78,38,37,61094,68322
50836,247,129,151,36080,52668
50837,291,183,169,46875,58449
50839,32,9,19,50417,49063
50840,445,261,235,43194,54454
50841,2211,1234,1179,49732,61068
50842,86,55,41,54375,69812
50843,391,233,213,51442,63501
50845,676,391,333,49519,57125
50846,797,518,455,48068,63594
50847,67,35,44,35278,39216
50848,328,208,171,41750,54282
50849,2003,1259,1136,49531,63215
50851,1453,914,854,44583,66182
50853,557,352,313,54219,59603
50854,2024,1084,1057,49191,58607
50857,188,95,112,54375,51198
50858,618,405,334,51875,61264
50859,458,290,249,47750,62990
50860,145,84,74,55625,53753
50861,156,85,91,-,119389
50862,169,134,73,83125,95490
50863,210,132,119,53631,60908
50864,1649,1068,916,50776,59607
51001,1814,1048,989,56797,64666
51002,2252,1464,1187,54458,75384
51003,1386,1052,714,70000,75154
51004,794,519,414,52045,64505
51005,1218,759,669,68011,74689
51006,822,466,447,50375,63951
51007,418,267,205,76875,90729
51008,87,67,54,56250,73291
51009,120,80,79,46250,50637
51010,276,177,155,44375,52861
51011,64,38,34,-,48256
51012,5054,3115,2777,50346,69872
51014,352,256,198,64342,79882
51016,1058,544,557,45972,55702
51018,312,205,171,51370,55663
51019,714,413,332,56912,76305
51020,464,314,245,59028,68365
51022,604,423,322,72656,99629
51023,2280,1307,1190,52865,60521
51024,1483,1011,715,71292,94123
51025,1612,996,839,55755,72722
51026,645,398,318,61667,70795
51027,891,649,491,59583,76669
51028,1648,1056,804,72857,81231
51029,267,189,165,54395,58687
51030,1385,982,656,82024,83036
51031,9459,6251,5003,59951,73615
51033,215,143,155,47083,51200
51034,1517,755,844,45774,60281
51035,1161,686,691,55990,71188
51036,570,425,255,72829,74736
51037,332,234,188,45833,54294
51038,1448,1021,725,59926,68807
51039,1963,1295,1014,65486,76774
51040,2906,1913,1609,36806,55807
51041,5928,4087,2388,74375,80589
51044,189,51,101,37371,55238
51046,1331,845,759,64830,69031
51047,615,351,312,50000,69633
51048,460,243,257,40417,70446
51049,355,195,197,43750,54963
51050,1995,1408,1039,60042,73885
51051,98,62,37,33750,47524
51052,675,511,355,61645,71960
51053,761,479,438,53452,58703
51054,3897,2829,1937,73911,85199
51055,1286,812,645,63393,80591
51056,282,153,150,46250,73119
51058,705,419,400,56136,70278
51060,477,275,270,42000,59411
51061,513,365,270,58676,65834
51062,361,281,235,44837,58822
51063,909,527,488,50667,70183
51101,780,258,445,17649,18520
51103,13032,7572,6029,38181,48103
51104,17011,11351,8533,59096,73506
51105,7080,4396,3647,33390,41504
51106,21449,14763,10651,54415,73671
51108,4317,2859,2091,61353,78829
51109,2521,1641,1234,47234,57879
51111,72,47,55,56318,57882
51201,4868,3278,2576,53889,70005
51230,206,168,98,60833,67985
51231,248,189,143,63221,139993
51232,541,369,319,40208,53733
51234,949,692,491,56360,65654
51235,1115,815,511,77042,83724
51237,1337,868,668,58304,71406
51238,776,544,417,60956,66968
51239,2313,1654,1088,61905,73148
51240,1574,1061,762,65893,74971
51241,1280,844,657,64375,84290
51242,158,129,85,73750,101495
51243,733,487,401,61681,62010
51244,59,44,27,68750,85967
51245,975,622,516,55000,72965
51246,2413,1635,1337,57462,70091
51247,3693,2697,1825,63848,86010
51248,1502,999,812,63684,77511
51249,2654,1624,1425,49645,60683
51250,6370,4369,2763,75647,82316
51301,9813,5983,5500,46615,62868
51331,983,606,607,41989,59092
51333,410,300,228,54167,61986
51334,5702,3519,2888,50833,74917
51338,804,536,462,57115,64244
51341,33,17,24,-,32929
51342,903,577,502,48793,56662
51343,292,228,144,-,66645
51345,374,277,174,63438,75244
51346,1818,1108,1034,47065,62583
51347,1172,752,613,72083,79591
51350,461,307,225,65750,70650
51351,3538,2345,1959,60117,78678
51354,724,477,420,45833,61826
51355,828,479,446,59667,93692
51357,481,335,254,60625,64931
51358,896,573,485,49875,56048
51360,6993,4451,4056,61947,78919
51363,141,101,66,39688,53138
51364,606,404,332,59569,68900
51365,283,155,134,51500,75397
51366,323,174,161,46953,68087
51401,9390,6243,5219,49688,64596
51430,639,446,330,59405,68407
51431,347,202,181,53750,63761
51433,373,198,206,45000,61528
51436,580,446,327,49688,61099
51439,868,563,431,49148,57873
51440,281,184,135,53438,62367
51441,310,158,188,35119,40411
51442,7522,4457,3290,50641,79846
51443,1369,969,687,69179,78307
51444,185,153,97,61875,64258
51445,2210,1367,1276,47619,74359
51446,505,341,256,45833,54352
51447,212,94,118,75909,69608
51448,363,225,210,38587,54229
51449,1702,951,931,44577,61926
51450,1253,725,709,58264,71158
51451,117,63,57,37344,63882
51453,496,317,278,53571,68321
51454,1139,720,613,46917,64944
51455,1941,1233,1027,55694,86761
51458,1180,759,632,51518,71622
51459,46,27,33,-,44239
51461,826,532,473,58984,66157
51462,820,481,452,48750,62291
51463,388,276,214,73000,86714
51465,621,404,334,55417,65840
51466,805,499,397,56458,64668
51467,493,292,284,56000,73928
51501,27303,16816,13812,46106,54459
51503,29951,18483,14894,64628,79123
51510,2915,1778,1483,62966,73864
51520,170,116,88,56250,57194
51521,1504,1067,827,61023,84653
51523,282,164,167,46375,65326
51525,884,569,453,59034,79929
51526,1202,741,611,79625,89758
51527,392,207,202,56000,63984
51528,617,313,351,41875,50722
51529,1401,890,764,55833,63309
51530,633,391,330,52230,74251
51531,612,338,297,61932,72898
51532,542,336,280,53472,57726
51533,755,482,385,53155,58915
51534,7271,4532,3293,71911,83636
51535,1526,962,820,52788,57745
51536,374,211,192,60278,70161
51537,5151,3102,2771,56094,69950
51540,299,162,148,51957,65244
51541,258,157,144,67500,65565
51542,844,634,375,101438,125599
51543,426,258,248,51250,55753
51544,579,405,322,58056,62563
51545,264,79,150,20000,37357
51546,2190,1570,1166,63929,75199
51548,288,200,142,75357,82286
51549,392,239,203,63875,88991
51550,129,87,57,60250,70065
51551,1471,908,726,84583,99298
51552,248,127,139,62386,93521
51553,775,505,382,66786,89841
51554,172,113,78,63611,71247
51555,4012,2608,2121,57589,74362
51556,332,189,167,53958,58147
51557,645,352,362,65000,74619
51558,343,182,209,36458,53783
51559,1335,858,691,58661,75284
51560,1826,1253,831,71078,88922
51561,1143,614,601,51875,68977
51562,351,269,172,61250,71426
51563,569,349,269,49375,66238
51564,342,180,214,43167,46702
51565,438,314,206,50469,69887
51566,5202,2826,3005,39365,51362
51570,848,559,468,51923,66283
51571,403,280,213,76161,93357
51572,362,172,200,41458,50352
51573,920,606,448,71406,83425
51575,1118,750,561,74792,97451
51576,1550,1129,762,104333,111383
51577,894,545,473,53967,77016
51578,56,27,30,42083,56617
51579,1845,1135,990,62568,70326
51601,4741,2753,2551,42798,55564
51630,186,125,92,54833,60445
51631,226,127,129,54625,105654
51632,5819,3119,2731,46694,59819
51636,378,185,175,57750,59931
51637,183,80,88,33333,39560
51638,1057,628,555,51938,70715
51639,621,389,380,53750,74501
51640,1178,679,667,41563,60119
51645,218,138,112,101250,94558
51646,601,389,345,55046,60009
51647,79,23,52,43250,55910
51648,180,129,93,74107,76688
51649,205,124,115,64219,73478
51650,271,174,160,56875,89073
51652,1350,772,663,57599,67436
51653,1230,752,621,65195,71005
51654,388,233,189,67938,74305
51656,48,16,26,39500,44292
52001,35513,21917,17514,47404,59923
52002,12567,8666,6384,71742,88965
52003,10822,7004,5367,69902,93604
52030,327,209,165,48083,54993
52031,4180,2529,2177,58347,77283
52032,1151,759,550,82500,94015
52033,2365,1472,1265,60638,70258
52035,911,540,464,62750,64738
52037,855,563,470,55893,73877
52038,433,341,208,69688,95300
52039,870,628,357,88068,107712
52040,4413,3176,2306,62750,68822
52041,1409,1015,694,62738,67555
52042,1141,655,611,49495,62080
52043,1897,1155,1018,54444,61639
52044,82,69,43,62656,56963
52045,1877,1335,893,66250,72283
52046,1835,1333,861,68963,77160
52047,505,312,283,53355,66636
52048,372,227,173,49219,57382
52049,1251,770,620,56705,65701
52050,447,332,215,64375,80940
52052,2473,1435,1330,42941,56300
52053,870,550,408,69500,72943
52054,754,521,353,78750,82103
52057,6220,4218,3247,58949,81804
52060,6801,4040,3756,46917,56290
52064,742,510,384,60469,81140
52065,844,518,449,49509,66480
52066,70,24,42,30625,36569
52068,3324,2428,1531,91534,123805
52069,1257,813,652,53167,60179
52070,678,321,392,52609,57349
52072,194,166,111,60375,69957
52073,1031,680,500,83750,92167
52074,276,141,145,27434,44593
52076,1902,1159,942,50174,68395
52077,271,167,159,62656,63687
52078,582,421,281,67292,70323
52079,807,550,408,53095,71682
52101,11406,7749,5034,63306,73654
52132,1526,1009,860,53667,67450
52133,537,361,258,63333,67930
52134,312,191,176,40781,56011
52135,603,370,331,41875,51138
52136,4596,3141,2486,51608,64198
52140,516,265,284,43200,59680
52141,1153,716,624,55789,68628
52142,1546,763,543,42750,70640
52144,1137,754,547,58438,71790
52146,896,401,460,50114,62538
52147,939,640,468,62667,70072
52151,1473,774,801,50313,60993
52154,705,453,416,53514,78616
52155,987,650,536,48750,63183
52156,506,390,271,50625,87795
52157,1482,931,861,42216,62430
52158,211,114,122,38750,44269
52159,1879,1216,1026,53558,66796
52160,818,531,452,46875,58111
52161,1275,863,665,60875,81503
52162,2429,1500,1292,41116,56307
52163,218,137,133,45750,53688
52164,223,141,107,56250,78780
52165,594,454,326,57115,60700
52166,101,58,52,50000,56408
52168,209,135,111,41042,53236
52169,291,175,158,66250,74158
52170,385,261,202,59375,86565
52171,725,551,321,61534,79012
52172,4682,3115,2644,49228,65871
52175,2899,1767,1589,49250,62068
52201,1148,687,510,77344,82224
52202,788,508,344,80972,87231
52203,1639,1162,831,68958,92258
52205,7348,3734,3394,53500,66098
52206,1847,1321,853,89554,128991
52207,318,209,165,52212,94803
52208,2424,1555,1345,46740,60671
52209,843,583,444,70938,68977
52210,491,353,262,56250,109483
52211,1936,1272,1086,58235,68217
52212,150,55,94,-,48183
52213,3089,2138,1521,80110,82633
52214,2882,2121,1478,72557,81951
52215,519,375,271,55795,66001
52216,1074,597,585,56314,73590
52217,429,229,236,61250,64226
52218,1336,837,670,63670,67128
52219,147,81,85,51875,55064
52220,264,186,153,64712,72281
52221,206,173,103,49375,61213
52222,457,236,256,44167,54784
52223,1023,578,506,56250,64590
52224,1581,978,780,70172,78633
52225,274,149,145,45865,49240
52227,2491,1858,1105,94408,104550
52228,2404,1632,1209,90707,101333
52229,602,358,285,67375,98995
52231,162,88,88,61429,68389
52232,149,87,88,53958,57699
52233,5418,3576,2915,43224,61023
52235,551,351,316,50000,60761
52236,553,419,271,80625,76973
52237,1158,867,597,66103,76354
52240,29180,19801,14634,42741,67118
52241,15976,10823,7914,58402,84014
52242,1654,540,0,-,-
52245,21046,13183,9018,64577,84447
52246,19145,12123,10220,46644,76148
52247,4506,2825,2005,61042,76446
52248,1404,938,748,52778,77069
52249,835,497,447,62969,91294
52251,467,348,246,69219,98624
52253,2469,1638,1303,62782,75332
52254,666,390,362,52727,55630
52255,1100,708,573,58125,63742
52257,245,207,125,76691,80105
52301,2878,1907,1555,49375,67012
52302,30908,20788,15925,70604,82760
52305,415,287,235,68125,77486
52306,1361,951,710,60872,71653
52307,105,78,60,-,73880
52308,147,88,87,60417,57760
52309,329,173,165,49531,65496
52310,5139,3322,2671,61205,85686
52312,77,54,48,31875,39667
52313,304,170,139,59792,60432
52314,4446,2721,1701,78894,83861
52315,1021,650,528,60735,71540
52316,1358,935,715,60795,76642
52317,14396,11887,7535,81259,95071
52318,659,471,389,49375,65579
52320,932,529,490,49375,57947
52321,355,227,207,54583,52006
52322,2257,1655,1199,76283,76743
52323,740,415,425,54750,66297
52324,1468,1092,673,83750,91450
52325,731,351,385,68021,78842
52326,399,208,205,47639,58646
52327,2358,1703,1165,81518,85132
52328,2242,1541,1034,120875,150082
52329,732,481,370,65455,91554
52330,616,380,304,61875,71414
52332,1645,1074,782,56810,70231
52333,5285,3798,2475,100181,119676
52334,137,89,68,64875,73671
52335,540,367,334,40405,51815
52336,1889,1242,982,63611,73003
52337,500,315,267,52750,60424
52338,2645,1986,1242,99444,125579
52339,3262,1945,1513,51083,56779
52340,2085,1580,1164,67500,77538
52341,866,448,428,92206,91519
52342,2576,1538,1233,50518,63881
52345,1127,831,575,80583,82845
52346,834,614,452,59500,72253
52347,1159,786,630,57857,65309
52348,56,34,32,53750,59916
52349,6158,3484,2986,52414,78742
52351,1030,817,484,104643,115191
52352,1405,907,643,70673,80878
52353,7350,4430,3807,51678,66681
52354,293,212,155,71058,84695
52355,237,161,124,52250,63427
52356,2023,1313,960,65465,78749
52358,3030,1983,1438,67222,82489
52359,184,146,81,39427,57557
52361,3555,2270,1816,49574,64027
52362,698,360,374,55000,61432
52401,1815,932,981,31226,54099
52402,33592,22819,17301,62216,79183
52403,18246,11318,9714,60945,85496
52404,30804,20609,16190,51143,63388
52405,20340,13828,10696,58264,69004
52411,5924,4039,2708,122258,149627
52501,23546,13065,12138,42119,55200
52530,845,442,486,50536,56231
52531,4607,2873,2447,48949,63326
52533,1303,856,595,52026,58098
52534,235,111,122,37692,44342
52535,827,477,404,48194,57313
52536,868,495,491,50625,59541
52537,5366,3193,2656,52604,68657
52540,1049,619,541,50574,56115
52542,323,188,159,41146,73656
52543,236,191,106,90761,83336
52544,5850,3087,3270,36281,58538
52548,76,45,44,37500,53686
52549,615,378,268,41875,55231
52550,315,168,198,33529,42214
52551,396,260,219,61964,75139
52552,638,344,331,74063,64281
52553,1679,1070,760,54000,61343
52554,1087,622,584,43704,50217
52555,296,176,157,53203,54639
52556,11375,5996,5178,42064,65549
52557,70,4,0,-,-
52560,349,184,183,-,54629
52561,667,418,347,49792,58099
52563,1169,776,625,63040,68846
52565,1475,728,738,45952,58475
52566,146,101,73,53125,53422
52567,628,376,325,57375,66455
52569,537,222,315,42417,55350
52570,732,387,307,47426,58466
52571,1281,669,635,46150,63317
52572,876,476,468,36094,47560
52573,127,74,42,106818,282943
52574,644,389,351,39750,51666
52576,465,194,265,31979,50554
52577,12079,7360,6287,48228,62665
52580,452,306,233,53705,57421
52581,250,130,122,43125,51823
52583,217,98,126,26500,39906
52584,307,187,165,53438,70385
52585,824,568,418,60750,73853
52586,359,190,203,47906,53376
52588,0,0,0,-,-
52590,827,399,394,36750,51630
52591,2568,1443,1341,51750,66962
52593,142,103,63,70179,64449
52594,233,129,118,53214,72339
52595,299,180,144,37857,44412
52601,23392,14014,12581,45589,63537
52619,476,345,213,60625,65718
52620,622,389,351,49688,51579
52621,552,348,275,56083,70401
52623,1527,937,761,54191,65852
52624,197,127,132,40147,49159
52625,2149,1249,1054,54324,63237
52626,1028,537,580,38971,48679
52627,10573,5918,5321,47363,57065
52630,342,237,192,45250,59769
52632,9921,5440,5082,40899,52704
52635,640,354,308,40400,68407
52637,1891,1225,955,61620,67078
52638,448,283,210,62609,65322
52639,1717,1005,800,60222,62371
52640,1201,765,569,61354,77983
52641,9897,5597,4696,51480,68176
52644,307,204,157,71875,80430
52645,2548,1549,1333,62238,65497
52646,269,152,133,46750,65813
52647,126,76,75,59375,57799
52649,737,410,369,48359,75122
52650,505,311,261,55125,63026
52651,616,350,277,42813,58177
52653,2676,1546,1308,59405,75944
52654,1293,735,628,55625,64555
52655,3577,1970,1788,47896,60654
52656,2007,1219,1036,64298,82098
52657,56,41,24,55417,58683
52658,728,405,373,58325,63143
52659,1145,732,562,50500,64070
52660,136,21,80,45313,42256
52701,69,51,35,57321,59126
52720,681,498,376,64174,71644
52721,589,373,303,64083,89228
52722,28439,17915,14496,77221,99843
52726,3918,2464,1866,83846,98510
52727,291,208,153,64750,106971
52728,911,573,432,51667,57491
52729,658,390,347,64135,69851
52730,3830,2453,2233,50801,67014
52731,595,335,310,60000,62151
52732,22088,12231,11521,43761,60469
52737,374,242,165,59519,59750
52738,2972,1897,1453,47656,57925
52739,563,261,239,36563,47636
52742,6145,3961,3097,62917,78281
52745,420,256,255,55972,64886
52746,766,499,366,73214,81664
52747,1538,1028,798,61638,74051
52748,7560,5379,3515,66926,82918
52749,872,601,375,78646,85969
52750,436,292,208,82500,85667
52751,771,495,355,68281,71054
52752,398,228,196,53125,61763
52753,4191,2779,2056,88769,120765
52754,1125,779,577,61157,74978
52755,1619,1064,875,69728,69930
52756,1738,1229,783,89188,103651
52757,170,104,90,48125,57104
52758,166,108,70,69286,78903
52760,299,151,197,56875,60711
52761,23520,14753,11771,55714,71092
52765,337,169,169,46094,72875
52766,757,512,394,57414,68066
52767,246,89,84,92115,128046
52768,1253,712,597,63125,74075
52769,537,373,264,62000,72579
52772,3975,2609,2101,61161,65116
52773,1806,1119,981,59402,71643
52774,92,60,42,53750,72050
52776,3649,2498,1578,58615,76935
52777,970,529,478,57500,66833
52778,3531,2421,1778,57014,75314
52801,1015,393,612,25263,37662
52802,8277,4444,3939,37859,49676
52803,17922,11022,8806,48909,65606
52804,22334,13371,10834,50305,59178
52806,21471,12327,10847,53086,64018
52807,12023,7664,6428,58051,80832
53001,1589,1079,788,72206,84999
53002,1856,1403,869,85478,93713
53003,149,95,52,55500,79646
53004,2533,1799,1217,77989,85664
53005,15866,9852,7556,97202,124575
53006,1370,1009,670,74107,80835
53007,1567,964,895,41925,55432
53010,6116,4093,2994,63509,75589
53011,1978,1314,932,72500,88648
53012,15312,10286,7351,88844,117282
53013,2681,1724,1301,68938,81625
53014,6492,4265,3327,61834,73477
53015,2052,1313,1025,67740,77506
53016,320,203,138,51250,56968
53017,4510,3188,2123,106577,131803
53018,6507,3922,3105,97482,129979
53019,1566,1026,764,61053,75586
53020,3206,2178,1654,63167,85619
53021,3950,2790,1959,82750,94341
53022,15225,10428,7657,79230,99862
53023,2176,748,527,68750,94763
53024,13432,9262,6821,75592,96184
53027,17805,12062,8987,68701,79513
53029,16394,10531,7738,91435,129892
53031,0,0,0,-,-
53032,3843,2442,1834,62800,78674
53033,4386,2970,2115,92620,117128
53034,1356,908,686,62708,67927
53035,1888,1266,915,64414,76835
53036,2376,1748,1134,75179,81860
53037,7474,5108,3703,74327,89498
53038,3301,2358,1590,75000,86627
53039,3823,2094,1628,57800,67118
53040,6266,4251,2980,70938,89112
53042,5441,3730,2877,58583,66174
53044,1844,1066,957,79063,109831
53045,17401,10060,8482,100438,143320
53046,971,687,487,56771,72175
53047,32,22,15,126250,283373
53048,2539,1646,1389,51725,63689
53049,2251,1612,1069,83191,84868
53050,5688,3571,2827,54806,60828
53051,29570,19432,15011,76944,96869
53057,1361,909,648,67174,78697
53058,2931,2015,1482,92792,128039
53059,1593,1017,750,69886,83396
53061,4195,2664,2170,54509,63827
53063,1319,907,642,67333,78837
53065,1857,1293,908,64342,79037
53066,27070,17652,13372,86343,110062
53069,597,447,353,115568,102497
53070,3809,2482,1891,62956,76150
53072,20490,13724,10617,82032,115484
53073,12030,7732,6089,60744,76247
53074,10561,7008,5408,64446,73439
53075,2510,1767,1332,68304,77087
53076,2840,2082,1232,103000,122554
53078,1444,1059,711,69934,80917
53079,1168,767,597,71797,74981
53080,4705,3167,2330,59545,75869
53081,33422,20459,18180,44181,53486
53083,16020,11050,8111,67704,79697
53085,9221,5925,5004,55579,72933
53086,6606,4589,3332,78796,95164
53088,362,248,183,57865,60167
53089,15085,10446,7333,87106,104007
53090,17506,11670,8798,66385,75805
53091,1543,1062,804,62333,67109
53092,17361,9534,8661,96627,154246
53093,1600,1169,768,80938,89067
53094,15162,9983,7562,49514,62395
53095,22424,14433,11728,63157,82488
53097,4794,3001,1990,107667,173642
53098,9453,6022,4634,54760,66920
53103,3239,2154,1503,86809,110842
53104,4399,2568,2200,71462,84957
53105,23203,15293,11381,66699,83143
53108,2718,1398,1291,68673,80608
53110,15243,8379,7572,49882,61601
53114,2220,1416,980,63190,76572
53115,12698,7727,6318,53868,68350
53118,6194,3948,2863,79577,97444
53119,4397,3139,2040,87553,101525
53120,7826,5241,3926,66815,76958
53121,14808,9647,7407,65065,75738
53122,4818,2854,2307,113750,167217
53125,1617,756,852,78971,114887
53126,5828,3652,2701,77393,93926
53128,7059,4259,3117,56057,66276
53129,11178,6557,5939,64622,81763
53130,6423,4347,3182,71393,96138
53132,29105,16350,13358,76548,98881
53137,1371,931,621,75893,88411
53139,2180,1533,1069,78831,90574
53140,23551,12718,11567,38486,53146
53142,24834,15770,12036,66607,82625
53143,18663,10874,9024,45286,59871
53144,21278,12937,9778,55414,73299
53146,6560,4127,3095,83586,105668
53147,13467,8232,6953,60943,84704
53149,15574,10538,7428,86899,97554
53150,20017,13831,9411,85744,104135
53151,26467,16675,13657,76772,99137
53153,1970,1391,912,90250,109611
53154,28244,18634,14081,70530,89843
53156,2432,1571,1189,57989,68091
53158,13766,8834,6476,76851,96962
53167,517,414,308,51579,58434
53168,6984,4763,3341,74088,84621
53170,1876,1357,923,61228,77307
53172,17201,10311,8628,51484,63217
53177,7195,3422,2663,64920,76538
53178,2342,1530,1157,60298,69944
53179,5307,3821,2363,68199,83889
53181,6023,3909,2715,65168,90763
53182,7703,4669,3321,66572,87394
53183,2205,1448,1053,99095,126227
53184,3334,2173,1663,51377,62114
53185,15067,9939,7053,86729,101884
53186,28053,18449,13821,57423,71462
53188,29153,19244,14444,66359,84665
53189,20661,14189,9728,87062,101702
53190,17176,10136,6422,43339,55921
53191,2238,1258,1194,63190,80239
53192,50,0,50,-,N
53195,97,63,55,52125,55684
53202,24112,17461,15338,52441,83723
53203,1340,1104,865,66161,103743
53204,27151,15233,13047,28218,40325
53205,6598,2844,3435,23125,32457
53206,17046,6979,8239,22877,33108
53207,30418,20906,16525,58646,67129
53208,22625,12946,12304,31592,48105
53209,34071,17952,18339,33395,48138
53210,19044,10096,9703,34516,47018
53211,31467,21091,14322,60195,92207
53212,24705,15192,13146,33597,48561
53213,21590,15333,11519,73308,96995
53214,28675,18075,15823,44343,54229
53215,43677,25314,19329,35803,45284
53216,25492,14228,13196,34977,46272
53217,23075,14604,11668,100262,142959
53218,29435,15791,14029,37692,47140
53219,27749,17506,14963,52468,61670
53220,21592,13102,11557,48523,61709
53221,32008,18499,15883,50645,63817
53222,20481,13673,11372,52811,64036
53223,23272,12704,12623,45973,54188
53224,15554,9239,7743,46766,61098
53225,19314,11778,9706,42665,52151
53226,15690,10189,8271,71121,87728
53227,19890,12892,10976,48613,59523
53228,12449,7384,6354,61839,79151
53233,14310,5637,4497,14920,27285
53235,8178,5054,4537,41719,57017
53295,194,16,0,-,-
53402,26068,15417,13257,58134,77629
53403,19915,11362,10231,43411,60412
53404,11443,6070,5484,35013,48234
53405,19327,11896,9815,52978,63779
53406,21730,12326,11050,64478,79010
53501,200,135,65,-,N
53502,1912,1223,1003,51701,65857
53503,1506,928,811,55655,63111
53504,1611,1032,818,51500,68991
53505,348,239,169,62321,99424
53506,837,465,437,42396,61289
53507,1706,1304,858,81406,93180
53508,4142,3122,2068,82778,94543
53510,1112,814,591,60302,64606
53511,37355,20741,18895,43055,55130
53515,1800,1178,955,67454,87260
53516,1851,1282,927,66098,77639
53517,1425,1000,704,76447,91670
53518,1103,615,599,47981,56840
53520,5433,3179,2625,57227,64135
53521,3045,2271,1464,85305,97001
53522,875,635,434,55952,67189
53523,3998,2860,2033,78705,92477
53525,3215,2001,1485,65718,69564
53526,468,330,253,52589,70864
53527,8316,5987,3795,92882,109439
53528,4687,3399,2335,86301,102507
53529,1678,1256,801,80625,90361
53530,3510,2361,1820,54375,63917
53531,3593,2317,1679,79421,91611
53532,11197,7630,5490,78401,95755
53533,5754,3537,2959,62128,82728
53534,9665,6213,4900,65915,74191
53536,6658,4532,3449,65262,76076
53537,633,343,292,48917,62981
53538,15052,9492,7513,55340,75379
53540,227,114,116,36364,47179
53541,710,440,368,63833,84112
53543,1381,960,724,53750,67339
53544,569,364,291,67813,94935
53545,18682,11358,9796,49359,63940
53546,24815,14987,12500,62500,73518
53548,14574,9006,7569,50724,63831
53549,8345,5031,4079,54603,66406
53550,902,602,414,60000,68403
53551,6624,4337,3405,69227,78099
53553,447,266,220,42500,54588
53554,872,553,414,54500,66712
53555,6753,4649,3512,73913,90615
53556,2094,1328,1138,48125,60136
53557,309,184,156,47188,54151
53558,9292,6557,4638,90333,101693
53559,4798,3275,2229,71498,81852
53560,2925,1977,1496,67357,82327
53561,1560,925,800,73194,104503
53562,20409,13752,10978,79240,123869
53563,8608,5617,4314,69955,83397
53565,3782,2519,2058,57798,71566
53566,12136,7924,6492,50778,65345
53569,1033,751,488,56500,83127
53570,2130,1479,1126,64904,76405
53571,235,193,98,98929,106699
53572,7920,5723,4089,74087,88070
53573,2446,1421,1291,46250,54911
53574,3004,2050,1499,74181,88927
53575,12792,8391,5907,92274,109598
53576,1788,1070,904,59565,68050
53577,1155,768,581,62266,75471
53578,4982,3567,2570,67034,82689
53579,1418,907,714,56250,64546
53580,405,250,209,56875,66225
53581,8172,4800,4438,47500,57874
53582,908,610,465,57750,65386
53583,4789,3265,2301,70152,82959
53585,1833,1203,883,50365,65715
53586,1794,1168,920,53750,64759
53587,981,631,502,55313,71657
53588,3376,2166,1749,60377,75062
53589,16114,11011,7913,71051,90068
53590,29989,20942,15350,72317,85078
53593,17096,12619,8837,99578,130357
53594,4232,2889,2123,75306,76105
53597,14025,9700,6944,98519,117460
