GEO.id2,HC01_VC03,HC01_VC27,HC01_VC74,HC01_VC85,HC01_VC86
Id2,Estimate; EMPLOYMENT STATUS - Population 16 years and over,Estimate; COMMUTING TO WORK - Workers 16 years and over,Estimate; INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Total households,Estimate; INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars),Estimate; INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
23923,2115,954,1008,40859,48111
23924,4916,2572,2267,32468,49176
23927,3527,1465,1705,45625,70588
23930,4428,2104,2345,35729,53366
23934,374,182,174,55000,58816
23936,6796,2738,2354,47958,56665
23937,1802,779,725,25993,37898
23938,355,216,180,48333,56958
23942,1308,854,594,38000,58205
23943,85,6,31,-,N
23944,2763,1449,1402,36385,50606
23947,3432,1659,1409,40409,48888
23950,2878,1554,1277,38598,56029
23952,167,18,98,24483,29266
23954,1378,546,690,46146,53900
23958,2750,1351,1224,40934,56888
23959,1001,492,461,45221,46542
23960,1378,673,688,52791,56344
23962,430,177,241,20721,45546
23963,58,58,33,-,N
23964,887,435,423,39044,46765
23966,1829,1080,799,48685,60744
23967,981,588,470,51000,67318
23968,671,289,322,35398,46164
23970,6488,3800,2873,40010,50324
23974,4404,1643,1693,38326,49490
23976,40,11,40,-,20330
24011,416,327,293,57361,128697
24012,23826,13363,12297,43378,54032
24013,6220,3362,3100,31092,38750
24014,14417,8535,7782,53423,76366
24015,12884,8706,7025,52896,67228
24016,7264,4307,4217,28465,42562
24017,18667,9905,9267,34708,46696
24018,30540,18053,16182,63350,90285
24019,22195,13965,11046,66842,75820
24020,526,335,35,-,N
24053,2318,1062,1229,32014,46620
24054,5316,2676,2652,37283,49533
24055,10727,4801,5406,35668,47088
24058,156,77,81,68375,57341
24059,809,459,421,66594,81114
24060,49272,24216,18198,46037,71795
24064,4017,2267,1906,63238,77169
24065,5485,3402,2884,61528,72119
24066,4101,2486,2176,52325,62340
24067,1938,1325,1023,54440,56850
24069,1424,873,761,41250,57100
24070,1196,626,562,63469,68977
24072,917,687,450,73431,74761
24073,25261,16209,13012,59159,77869
24076,868,426,429,42912,43217
24077,614,330,302,31582,47554
24078,5679,3042,2995,37656,47060
24079,1792,844,898,41812,55240
24082,334,254,156,56944,68844
24083,2514,1304,1310,70600,93072
24084,9006,4495,4351,51663,64461
24085,1741,870,827,42212,52932
24086,210,86,153,24292,30926
24087,3719,1862,1539,52943,86575
24088,4697,2376,1712,43333,52763
24089,2399,1118,1246,35078,69010
24090,4101,2234,1885,67917,115566
24091,5801,3417,3070,48840,63448
24092,2367,1369,1256,47063,62828
24093,153,81,82,55500,48929
24095,4052,2551,2048,53581,78594
24101,5109,2531,2553,63292,72216
24102,1070,542,595,31950,42422
24104,2831,1239,1396,59295,70977
24105,334,142,178,25625,28879
24112,25397,12419,13647,36380,50080
24120,1123,544,628,41875,48668
24121,9085,4194,4570,59885,74650
24122,1314,862,676,56207,80917
24124,3782,1846,1849,50279,54805
24127,3213,1493,1864,48353,56613
24128,1739,1020,909,57147,71322
24130,22,11,11,-,N
24131,42,42,21,-,N
24132,390,188,292,20561,25672
24133,2134,1117,1098,42227,56008
24134,3893,2350,2032,51348,60182
24136,2717,1428,1397,50313,61468
24137,2319,1169,1252,54091,77281
24138,1407,772,644,72847,65662
24139,397,140,217,-,54558
24141,19427,10300,8792,42786,59406
24142,2833,692,0,-,-
24147,1072,587,553,49375,63540
24148,6577,3188,3309,39596,49706
24149,2694,1387,1230,65303,77720
24150,772,396,396,35313,50829
24151,16017,9121,8048,44778,60218
24153,31802,17856,14800,57026,75172
24161,449,262,219,62577,53835
24162,1721,992,780,52568,51905
24165,1061,428,596,29861,40121
24167,228,160,106,53571,52832
24168,135,71,69,31898,49245
24171,7450,3306,3688,35863,48021
24174,2242,1213,1153,42264,53766
24175,6531,3890,3119,73009,87279
24176,1316,629,649,71594,95382
24179,14901,8239,7557,50483,64654
24184,3558,1635,1782,49549,70912
24185,614,351,282,64500,65957
24201,13370,6637,7132,37374,48847
24202,9739,4887,4820,44731,60783
24210,14399,7321,7361,40554,52517
24211,8312,4885,4271,61697,82306
24216,2038,655,1105,26750,43618
24217,246,32,153,16779,25207
24219,9481,3579,4072,42721,60760
24220,527,215,256,34600,51559
24221,505,197,233,34034,38894
24224,4775,1887,2375,35465,43962
24225,1619,478,627,31354,42248
24226,1225,374,608,31574,84427
24228,5477,2219,2696,31700,47139
24230,7115,2705,3436,32339,45054
24236,2520,1115,1340,34250,48169
24237,875,412,423,40286,42400
24239,179,52,92,38017,30827
24243,1646,840,754,43889,61945
24244,4962,1893,2231,34125,43436
24245,678,220,359,26581,38922
24246,312,142,220,-,34275
24248,2139,840,1017,31036,46893
24250,1353,712,628,55913,56914
24251,6972,3441,3431,41310,53532
24256,2939,912,1413,25393,41962
24258,1404,577,750,39464,55403
24260,4706,1686,2303,31294,42631
24263,4886,1964,2532,36563,46192
24265,591,135,287,18125,32977
24266,7746,3832,3832,47540,58676
24269,284,95,100,-,45826
24270,392,262,222,33784,39755
24271,2080,919,1044,36625,43992
24272,524,130,284,19521,39950
24273,5289,2608,2735,32591,43630
24277,5641,1482,2195,27483,42844
24279,4586,1495,1833,38603,46695
24280,771,321,373,44345,57699
24281,2334,923,1067,24660,42918
24282,633,105,282,24286,39252
24283,1681,614,933,31266,45730
24290,1623,686,798,33143,48965
24292,368,179,214,24464,35702
24293,7898,3662,3783,42882,65589
24301,11946,6089,6160,43277,53947
24311,1629,773,853,31189,40914
24312,1286,536,736,34198,40011
24313,720,453,394,31144,49613
24314,1231,644,638,51923,54721
24315,3207,1390,1257,43564,59979
24316,0,0,0,-,-
24317,3015,1623,1587,36431,59037
24318,492,204,283,58295,52336
24319,5949,3175,2748,47222,55057
24322,131,84,72,44808,48160
24323,604,329,313,40568,50981
24324,1494,996,718,59800,77198
24325,823,286,367,27330,46381
24326,1152,617,569,44219,50385
24328,1441,737,873,47331,75370
24330,2556,1091,1252,31828,40534
24333,14712,7645,7370,36189,51580
24340,4595,2519,2110,48261,59695
24343,7685,4259,3950,39372,50960
24347,1409,822,696,51414,68328
24348,3614,1450,1716,29911,39432
24350,1057,525,455,46250,66119
24351,569,306,284,16250,32350
24352,1042,415,425,30917,47782
24354,12258,5899,6102,40273,54040
24360,4881,2871,2165,50958,58049
24361,4994,2316,1929,49283,60356
24363,1161,545,616,28750,58410
24366,560,247,313,47831,57991
24368,4430,2466,2197,47534,61490
24370,5191,2408,2698,31801,46525
24374,684,410,309,40156,52392
24375,1199,673,613,50114,50559
24377,275,135,157,51250,50881
24378,1003,354,548,30556,36661
24380,2356,1342,1143,44835,51321
24381,3340,2108,1661,51607,63474
24382,11458,5806,6011,44972,60502
24401,29296,16651,14979,49905,68551
24411,60,0,31,-,N
24412,30,0,15,-,N
24413,106,53,61,43750,55492
24415,33,33,17,-,N
24416,7018,3823,3477,34256,52203
24421,3391,2077,1775,65625,86961
24422,5149,2311,2732,40222,51517
24426,11422,5673,5946,43487,58013
24430,3288,513,684,26583,38457
24431,1932,1277,928,55919,64522
24432,280,168,143,54821,73286
24433,68,21,35,-,33840
24435,1736,1204,808,71250,91080
24437,588,348,378,-,79377
24439,1090,481,482,36923,60132
24440,2445,1364,1033,53092,55622
24441,5209,3157,2548,49861,60339
24442,101,72,56,-,73855
24445,2229,1261,1168,44894,58099
24448,230,112,123,37250,47656
24450,14980,6236,5943,52176,75585
24457,157,25,104,14914,22467
24458,351,109,197,43304,64228
24459,489,258,243,70964,82405
24460,1166,709,591,43516,64146
24464,184,41,100,46000,69255
24465,1240,589,775,46761,65755
24467,1678,1088,791,85163,120832
24471,1380,982,689,57305,74162
24472,1667,693,853,40953,49777
24473,745,351,431,28313,47696
24474,379,138,190,48676,51531
24476,141,36,90,68269,72527
24477,9260,5605,4563,56031,64955
24479,1110,725,508,89265,84878
24482,4190,2336,1817,58750,80111
24483,402,293,218,55375,56689
24484,476,233,281,42772,101279
24485,183,72,114,31250,48346
24486,3170,1938,1453,58805,66399
24487,224,113,90,57683,49536
24501,21199,10977,10121,32049,41547
24502,39007,21611,16182,48722,58781
24503,15724,8554,7580,67172,95126
24504,7850,3876,3794,36233,54245
24517,4500,2130,2215,37331,54755
24520,1864,806,1042,49129,53985
24521,8626,4107,3891,52053,61533
24522,7652,4100,3694,52740,61327
24523,16496,9150,7944,49769,60712
24526,1126,658,578,66071,73008
24527,2631,1677,1298,53981,60148
24528,2728,1447,1364,41818,48753
24529,1600,713,734,41250,51387
24530,1004,532,511,48036,47854
24531,7604,3391,3603,44103,59806
24534,1179,588,620,30500,39073
24536,167,150,96,70978,79931
24538,4396,2645,2174,58397,79363
24539,130,49,84,32941,36871
24540,25807,13388,13969,38888,51500
24541,21943,10937,12163,37067,55041
24549,3048,1778,1608,47788,53660
24550,6585,4235,3212,57050,74218
24551,19620,12125,9289,76483,91289
24553,1061,558,577,38393,49748
24554,3171,1630,1629,41855,56642
24555,1731,909,840,51346,57145
24556,2586,1574,1205,59449,78942
24557,6091,3023,3399,37888,46718
24558,5243,2504,2657,39825,54247
24562,324,147,136,52143,52092
24563,4736,2629,2572,40446,48215
24565,757,360,364,48625,52704
24566,927,574,487,52404,52954
24569,744,292,377,42813,76068
24570,8,0,8,-,N
24571,1706,1112,836,56595,67647
24572,13274,7803,6454,44762,58152
24574,3605,1945,1543,64155,72925
24577,4148,2224,2016,38371,46817
24578,911,486,416,50000,56966
24579,1340,681,599,46845,53783
24580,452,233,216,60329,56799
24581,30,0,30,-,N
24586,4699,2636,2302,42212,53941
24588,7636,4490,3512,45833,59449
24589,1900,1117,896,42083,52121
24590,6594,4133,3055,54356,69199
24592,11042,5116,5364,36987,48460
24593,1679,941,682,67121,87188
24594,1149,524,647,36518,45160
24595,602,193,33,-,N
24597,1057,632,493,49219,56356
24598,1485,855,663,53917,59917
24599,703,318,275,45893,50283
24601,66,0,32,29063,31934
24602,821,391,478,36824,39394
24603,724,166,379,27014,40833
24604,378,135,178,19605,28158
24605,7321,3688,3593,42250,71713
24606,116,37,69,18073,31230
24607,263,51,164,23125,36549
24609,5505,2669,2840,40949,52750
24612,218,48,112,21250,21822
24613,333,181,231,-,37854
24614,6150,2527,2907,34347,47862
24620,2359,643,1126,21684,33807
24622,736,250,425,27539,47723
24628,296,149,123,-,47902
24630,6138,2580,2846,42963,57441
24631,2242,620,853,32324,48770
24634,460,181,223,36696,47877
24635,1374,148,253,23750,38062
24637,3108,1645,1589,52070,71049
24639,2403,869,1224,30328,45508
24641,4620,1958,2470,29076,44786
24646,623,189,287,31083,40196
24649,2482,991,1133,40300,51628
24651,4748,2202,2218,45896,75965
24656,2590,1040,1261,34093,50280
24657,346,127,167,38125,46675
24701,16222,6960,8153,32199,45485
24712,1920,735,645,33933,52502
24714,205,36,143,21823,27700
24715,458,141,203,25893,35478
24716,428,84,232,34524,48823
24719,51,0,28,-,-
24724,92,35,39,53466,47721
24726,381,108,183,-,58485
24729,145,58,91,26620,37223
24731,227,100,91,44241,44108
24733,547,331,318,33929,48062
24736,419,175,210,30625,35822
24737,70,70,54,-,N
24738,179,64,93,49226,51155
24740,25166,12099,12971,42786,56319
24747,2507,840,1156,28430,45236
24801,4092,876,1462,26900,40093
24808,506,165,260,36667,37285
24811,511,196,209,27228,62106
24813,235,149,128,-,28474
24815,638,119,299,26139,33978
24816,200,0,131,38715,35011
24817,671,140,311,19063,38150
24818,783,125,447,20969,36733
24822,474,164,241,41058,50615
24823,331,113,147,37426,42714
24826,91,7,48,22778,18646
24827,1089,381,526,57734,50255
24828,609,151,327,19707,25303
24830,108,39,68,28750,39181
24831,91,22,61,29125,29230
24834,354,115,193,40156,34349
24836,481,124,194,35735,40781
24839,1192,348,615,36544,52295
24843,49,25,28,-,N
24844,1250,249,699,23980,35527
24845,378,164,177,-,66687
24846,76,9,33,-,28382
24847,303,94,127,-,41241
24848,102,29,54,-,47144
24849,183,62,95,43859,48019
24850,555,114,327,19028,25261
24851,374,72,170,32292,33797
24853,406,186,206,40357,54627
24854,202,109,110,-,63365
24857,886,333,414,46011,59395
24860,192,62,108,24408,30475
24861,106,23,50,33500,29254
24862,511,62,269,17042,24902
24866,228,101,110,25313,35935
24867,374,57,184,21417,29825
24868,752,223,446,33438,34343
24869,290,151,214,21635,24355
24870,2276,693,1260,35064,46214
24871,245,47,115,35240,34449
24872,548,92,293,18580,25056
24873,392,184,209,57684,56123
24874,2480,875,1189,48764,61488
24878,402,58,204,25302,24923
24879,489,162,218,19362,25191
24880,272,34,125,24654,31514
24881,315,52,197,31118,26088
24882,332,72,133,29132,32264
24884,193,68,99,39306,32963
24887,0,0,0,-,-
24888,72,31,41,-,57361
24892,1031,322,526,29000,41080
24894,327,39,166,24228,25013
24898,57,57,32,-,N
24901,7713,3977,4255,47649,65072
24910,4802,1822,1943,37113,48248
24915,448,188,295,29154,43007
24916,647,242,269,51118,55418
24918,1406,715,654,52035,57145
24920,175,80,105,20066,39586
24924,342,149,163,38264,47126
24925,483,219,273,44327,69248
24927,150,89,98,30294,39877
24931,1023,451,516,39833,58145
24934,310,131,201,27404,71952
24935,565,231,283,45098,48601
24938,1474,758,719,40651,54752
24941,991,550,407,43295,49610
24944,379,235,199,47875,49234
24945,303,101,149,29728,60246
24946,1379,475,563,42321,57845
24951,1229,488,637,34195,51321
24954,3295,1689,1664,34731,50189
24957,201,86,128,102727,99857
24962,91,15,31,-,N
24963,3342,1613,1787,39656,51863
24966,1435,749,701,31288,37332
24970,3484,1758,1909,39260,59071
24974,242,47,125,35764,78976
24976,865,443,474,40385,53640
24977,464,205,225,50842,71273
24981,463,213,266,35789,46796
24983,1994,807,1121,32050,46404
24984,317,93,168,33816,33248
24986,4494,1960,2296,37705,42999
24991,610,292,288,49900,65507
25002,15,0,15,-,N
25003,2222,1094,1078,36311,58072
25005,102,57,44,-,48968
25007,793,207,277,36650,46796
25008,72,5,38,-,19197
25009,1073,421,482,34792,50312
25011,787,414,306,63056,62179
25015,3556,1666,1753,43199,53400
25019,465,174,213,27075,30850
25021,231,61,123,18836,28189
25022,238,0,159,-,35877
25024,322,124,168,35385,44960
25025,121,47,68,-,76743
25028,365,105,182,28250,49662
25030,376,114,142,48517,47897
25031,611,295,289,36696,52110
25033,1653,824,835,47396,52095
25035,1030,96,455,19460,23116
25036,335,184,159,42083,57535
25039,773,344,395,43708,48982
25040,374,172,215,45114,52600
25043,1153,402,624,27727,39538
25044,218,25,86,28750,30136
25045,4000,1640,1998,40000,49979
25047,216,56,138,21172,22060
25048,51,12,37,14531,17981
25049,379,195,179,45208,55835
25051,216,98,94,-,58016
25053,3586,1165,1673,36085,46982
25054,359,192,127,-,53536
25057,340,118,178,46111,48364
25059,414,169,200,44038,55292
25060,208,84,111,54954,51484
25061,742,155,296,60784,52150
25062,172,42,87,26250,30213
25063,1455,547,647,35729,46342
25064,8017,4204,4520,42580,52470
25067,850,328,389,48594,53352
25070,1244,699,651,54267,59232
25071,9615,4635,4837,47959,63361
25075,581,138,258,37961,40620
25076,336,95,166,25300,32317
25081,911,456,407,66181,102099
25082,1280,624,597,43164,61721
25083,750,434,324,48750,50663
25085,709,319,377,34427,35367
25086,662,267,290,44667,52428
25088,127,21,71,-,18994
25090,151,101,89,-,55162
25093,144,8,75,17888,19887
25102,151,62,66,35000,48886
25103,117,43,32,-,N
25106,418,148,237,19420,28400
25107,413,188,249,58306,51487
25108,347,95,171,27070,43654
25109,425,288,184,-,70729
25110,283,71,193,38646,46637
25111,501,180,251,35458,43930
25112,126,67,0,-,-
25113,797,320,335,50234,52646
25114,452,157,211,-,40290
25115,159,38,75,24509,24009
25118,533,239,321,39821,48100
25119,245,138,108,45068,34117
25121,602,144,269,26121,36836
25123,2785,917,1413,44260,53379
25124,1545,832,724,69655,68115
25125,812,237,323,37243,43176
25126,74,24,49,72411,61871
25130,2764,1140,1452,40424,57042
25132,100,53,46,-,55517
25133,736,238,434,-,39280
25134,360,141,140,49444,64106
25136,1459,619,663,21513,40371
25139,383,133,174,-,70068
25140,1173,302,523,26449,33396
25141,155,66,84,-,26094
25142,230,99,162,42014,43704
25143,6679,3736,3622,44020,65154
25148,418,112,180,44118,43248
25149,207,32,113,35066,33567
25152,217,72,122,27500,40698
25154,474,133,275,22546,37067
25156,56,0,56,-,14120
25159,4300,2209,2022,52105,57627
25160,55,12,24,-,28988
25161,232,154,110,60641,54666
25162,363,198,175,61607,78918
25164,974,361,467,27159,41161
25165,464,277,278,67500,68317
25168,1669,832,817,50824,57358
25169,409,146,193,39148,46692
25173,292,92,138,-,28059
25174,380,131,197,51719,61309
25177,19380,10288,9953,46102,58086
25180,49,26,23,-,N
25181,938,248,501,35855,50512
25183,43,43,18,-,N
25185,884,0,0,-,-
25186,773,375,382,36346,41864
25187,480,209,264,47813,51916
25193,404,151,216,37188,50295
25201,14,0,14,-,-
25202,1029,513,547,40847,60844
25203,44,0,20,-,-
25204,147,64,79,-,34889
25205,527,55,267,26838,29372
25206,356,126,199,42366,53062
25208,810,274,401,45139,48570
25209,1108,473,586,26875,49608
25211,145,30,43,-,N
25213,4911,2913,2358,65375,94114
25214,313,64,132,-,44425
25234,1029,400,384,37500,51946
25235,821,288,413,-,40467
25239,1414,634,640,40852,54005
25241,1599,798,603,72668,71503
25243,567,159,271,35284,49159
25244,776,296,284,44929,43354
25245,456,225,273,62606,54463
25247,543,255,287,36597,40657
25248,2623,1214,1187,56411,68813
25251,292,126,169,45341,59737
25252,1083,631,540,66429,73364
25253,1745,1035,857,51806,57926
25259,535,130,255,44844,53180
25260,1131,423,662,31250,36590
25261,239,24,117,23472,24481
25262,724,366,359,48036,60635
25264,264,90,120,24677,35181
25265,1169,490,621,32153,45007
25266,624,243,322,39107,47653
25267,482,194,240,31458,38332
25268,732,290,338,32667,44435
25270,635,283,306,38200,61656
25271,7710,3609,3781,36238,55976
25275,1630,884,708,33958,44027
25276,6336,2551,3201,33581,47281
25285,316,166,138,59167,65450
25286,1090,435,584,41078,50369
25287,1129,276,320,35917,62902
25301,2151,961,1486,26204,51371
25302,11942,6506,6603,44328,57019
25303,5738,3447,3256,52798,64688
25304,7272,3872,3439,54665,92942
25305,0,0,0,-,-
25306,5669,3108,2886,45685,53857
25309,11400,5926,5644,49460,70852
25311,9108,5017,5002,40175,63609
25312,12013,5963,6440,37723,48039
25313,9531,5683,5002,59518,76195
25314,11220,6859,5932,82523,113948
25315,2863,1244,1451,38664,46533
25320,5503,2858,2605,47127,62144
25401,11126,5716,5937,38057,49926
25403,9548,6049,4847,71318,81843
25404,17000,9435,8370,52468,65431
25405,10855,6969,4785,70410,79890
25411,10445,5176,5099,46722,58462
25413,6454,4132,3081,68273,73373
25414,13542,8233,6756,79099,90867
25419,8495,5653,4017,68352,79625
25420,3034,1833,1455,69484,81692
25422,1782,719,880,33147,55482
25425,10929,6645,5052,74557,89602
25427,11270,6337,5467,62856,73861
25428,9986,5546,4561,59806,68364
25430,6907,3924,3199,71011,84418
25431,212,158,147,31510,35999
25432,134,46,84,36250,39485
25434,2066,958,910,39205,48119
25437,295,203,129,-,49119
25438,5014,3195,2518,54817,65168
25442,1452,876,673,53875,73272
25443,6605,3576,2671,85085,100944
25444,164,88,117,-,72747
25446,1225,762,574,95761,98425
25501,1083,463,508,48382,54861
25502,1008,370,535,51507,48464
25503,1205,369,505,50631,48390
25504,10440,5269,5278,43617,65254
25505,494,173,193,64293,60118
25506,4140,1597,2020,26934,40971
25507,760,354,356,53333,67888
25508,7360,2719,3899,38558,55145
25510,4018,2211,2000,59531,63511
25511,853,295,396,-,37146
25512,686,103,335,31467,33775
25514,2604,1009,1384,31458,40589
25515,1771,683,899,41949,56733
25517,1840,625,932,34113,40442
25520,1167,461,562,51926,55122
25521,658,362,364,43056,48074
25523,2502,879,1117,33884,45109
25524,2545,953,1088,40577,50389
25526,17766,10093,8611,61078,81259
25529,755,169,305,41536,51175
25530,4463,2442,2224,41321,52940
25534,210,46,117,9422,21922
25535,2239,1055,969,56793,66393
25537,1269,622,748,40682,46153
25540,123,43,90,20625,20306
25541,7966,4320,3933,46957,63473
25545,3930,2127,1873,61529,81107
25547,779,242,464,-,43378
25550,6823,2904,3630,40685,52510
25555,1495,547,684,32717,52038
25557,1302,483,663,31536,39246
25559,1646,792,702,47045,58634
25560,6849,4224,3076,77950,95498
25564,1144,497,436,43393,52567
25565,563,268,292,39327,45024
25567,596,200,281,36940,47655
25570,4977,1494,2471,26785,39021
25571,1503,746,762,39926,55344
25573,830,285,456,-,53086
25601,4467,1891,2138,48108,58114
25606,1049,376,461,39135,66538
25607,898,324,438,25345,40866
25608,918,190,489,32813,40628
25611,1078,327,420,63837,60389
25617,665,337,301,38617,51959
25621,1512,457,831,30223,40500
25624,216,70,106,-,51205
25625,1306,496,531,48776,68379
25628,354,64,224,28365,32182
25630,549,151,271,-,50347
25632,402,122,215,20028,47353
25634,327,80,153,32028,38046
25635,1086,428,507,48625,51050
25637,586,154,305,38906,38958
25638,818,249,384,32396,41941
25639,315,77,190,-,29694
25644,401,146,205,-,40810
25646,759,400,477,31572,54295
25647,639,301,279,32344,43752
25649,1304,536,631,50607,50561
25650,205,23,134,-,43309
25651,612,177,348,25000,31855
25652,921,325,493,40039,48187
25653,240,86,114,57333,52813
25654,183,54,71,-,49225
25661,4888,1920,2777,27323,51011
25666,525,143,245,40341,44966
25669,885,352,460,31250,39080
25670,4554,1558,2363,36088,49783
25671,1004,319,531,35703,46884
25672,367,84,201,19240,29699
25674,2196,703,1159,30670,41986
25676,1100,412,512,31563,50754
25678,1115,381,679,19768,35975
25688,348,133,148,-,42867
25690,255,169,125,40625,60413
25692,896,237,471,22176,34102
25696,158,55,94,38684,33755
25699,95,25,51,-,25675
25701,18080,9162,9935,35958,59633
25702,6307,2692,3199,28768,44193
25703,6615,2348,2200,16827,25127
25704,13724,6523,6916,37791,50323
25705,17235,8956,9447,39934,59936
25801,27013,13247,14041,42376,57997
25810,294,147,130,38953,37190
25811,123,32,71,58640,52582
25812,1452,601,714,36932,43260
25813,6612,2372,2424,41422,57996
25817,571,227,285,38688,49215
25818,283,221,168,36364,44473
25820,353,90,194,30469,33221
25823,1957,705,1077,35625,39301
25825,1780,996,874,64265,84348
25826,307,124,144,-,54895
25827,1725,715,953,42631,41603
25831,1319,485,598,42296,55949
25832,3523,1695,1726,64390,95257
25836,507,132,252,25103,21360
25837,265,87,108,42292,52706
25839,483,289,274,44426,45614
25840,6719,3500,3482,44182,57632
25841,275,114,173,34306,43121
25843,705,296,349,59726,79294
25844,1280,379,620,44221,55885
25845,599,275,271,72552,62504
25846,286,77,109,-,37099
25848,242,65,153,-,31101
25849,220,98,97,33477,31421
25853,0,0,0,-,-
25854,727,360,340,46154,79652
25855,169,10,10,-,N
25857,127,54,67,53042,46576
25862,99,28,36,-,150825
25864,238,121,134,-,44936
25865,1179,481,573,51367,61613
25868,280,106,135,67583,65720
25870,49,49,17,-,N
25871,482,127,245,35662,46718
25873,564,287,263,71477,68860
25875,463,157,211,38177,71431
25876,58,38,28,-,N
25878,578,262,376,33804,37854
25879,429,108,168,40286,38982
25880,5267,2452,2620,33853,43764
25882,1823,892,940,44020,53479
25901,9043,3995,4747,35881,46313
25902,65,18,46,-,25576
25904,380,96,176,31250,51939
25906,321,165,167,35602,48450
25907,39,21,28,-,N
25908,96,51,53,49938,54513
25911,19,0,19,-,N
25913,135,44,72,-,19760
25915,235,60,132,27500,30106
25916,174,48,64,-,19602
25917,1673,731,848,28000,34440
25918,3644,1942,1852,52415,61277
25920,149,112,54,71094,55874
25921,1542,677,789,29792,41584
25922,222,60,85,52212,57125
25928,314,15,160,-,44396
25932,170,112,93,86012,82754
25936,45,22,10,85833,90050
25938,1167,620,535,65438,76557
25942,235,69,82,45547,47018
25951,4780,1823,2613,31862,44875
25958,600,243,319,31641,39641
25962,2828,1228,1479,33469,43979
25969,862,374,463,35417,48193
25971,836,484,406,76087,66776
25972,167,32,89,-,23391
25976,2412,1124,1204,39808,49918
25977,142,59,69,-,42667
25978,602,296,315,40444,45074
25979,610,226,314,37500,42955
25981,447,122,217,28007,38105
25984,1295,521,646,38846,43235
25985,240,70,157,-,34543
25989,281,183,124,-,84725
26003,34940,19164,17550,46717,69039
26030,500,236,256,40000,50803
26031,1432,810,782,36389,45414
26032,1049,617,166,57500,70855
26033,2347,833,1196,34643,48953
26034,3599,1901,2001,42286,49236
26035,2018,871,1026,48375,57998
26036,309,172,135,86027,98988
26037,5493,2948,2834,54063,61730
26038,2490,1146,1234,56894,85736
26039,663,283,292,56522,77634
26040,1497,805,801,35033,53066
26041,12968,6159,6274,39585,49904
26047,5364,2871,2543,52321,62834
26050,1340,527,700,29000,37731
26055,1112,549,531,67083,75211
26056,179,69,82,72083,78399
26059,2120,1190,1047,61250,82644
26060,1423,810,754,50278,61345
26062,17390,9564,9115,45101,58483
26070,6729,3416,3757,45992,58170
26074,1161,563,233,51964,49917
26075,297,141,148,39792,53330
26101,23597,11144,12412,34160,48437
26104,13620,7179,7249,48248,62944
26105,9738,5277,5296,46230,73552
26133,1156,537,547,37321,54230
26134,912,344,454,40781,52089
26136,797,286,313,-,53353
26137,570,118,253,37031,50233
26138,173,104,62,39714,45824
26141,281,66,110,27917,40361
26142,2006,1003,944,55000,74694
26143,3588,1515,1906,38874,50162
26146,895,396,414,64500,76765
26147,1471,571,777,46192,53916
26148,248,125,110,-,42086
26149,1807,746,931,35350,54308
26150,4830,2867,2451,62664,74165
26151,601,200,266,38676,58463
26152,132,47,44,-,N
26155,6520,2789,3177,40950,56317
26159,2420,1090,1165,44360,49454
26160,750,409,390,34038,43086
26161,300,92,130,49000,44883
26164,6449,2783,3124,35112,51310
26167,992,347,359,58073,63153
26169,512,334,218,52174,81149
26170,4980,2397,2246,46522,65231
26175,2980,1271,1369,42888,64316
26178,362,173,167,51189,55529
26180,1986,899,991,39757,54156
26181,5231,2760,2511,61058,70359
26184,1871,941,803,41750,59293
26187,5294,3172,2717,66250,80749
26201,16569,8023,7479,41691,55333
26202,504,278,226,-,48053
26203,34,24,24,-,N
26205,2449,1013,1221,38319,52266
26206,2573,1011,1351,21451,44140
26208,757,327,364,42315,48277
26209,160,79,79,43906,63485
26215,48,23,25,-,N
26217,233,75,144,-,32153
26218,2255,1059,1157,35361,48117
26222,475,178,229,36328,67378
26224,245,161,126,69333,64394
26228,15,0,15,-,N
26230,99,58,56,54231,57039
26234,916,362,511,37109,44574
26236,102,53,15,-,N
26237,579,187,258,35909,42490
26238,748,278,359,40957,43719
26241,11947,6204,5944,41477,61216
26250,4238,1782,1758,40909,50404
26253,2868,1502,1483,40469,71453
26254,246,87,159,28964,34345
26257,918,514,423,37212,66466
26259,107,0,62,-,12450
26260,1176,572,605,47882,53621
26261,2086,788,1109,29830,37134
26263,280,136,121,-,79609
26264,480,280,232,39688,48719
26266,123,123,65,-,37948
26267,298,205,125,52841,67463
26268,34,25,17,-,N
26269,981,478,439,47554,52657
26270,540,172,309,28398,39320
26271,309,167,143,49688,60286
26273,1625,277,291,34896,48936
26275,525,245,256,29773,46593
26276,219,132,105,69219,65156
26278,370,128,177,29777,53230
26280,1481,547,739,30134,35855
26282,14,0,14,-,N
26283,1347,713,605,49255,64386
26285,377,176,190,34792,40753
26287,2491,1144,1285,35509,47301
26288,2779,1087,1448,39694,46924
26291,132,70,48,95000,105421
26292,611,220,276,45500,51168
26293,505,291,273,42411,49664
26294,793,334,406,41389,45714
26296,62,50,35,-,N
26298,68,8,41,-,27344
26301,24028,12811,12009,41105,55520
26320,540,206,299,47708,66311
26321,263,163,153,38625,45445
26323,346,181,163,38125,45737
